id,label,statement,subject,speaker,speaker_job,state_info,party_affiliation
3902b5bc0ff,0,"At the time that (Medicare Part D) was passed (it) was actually less popular than the Affordable Care Act, according to the polls.","health-care,medicare,polls",barack-obama,President,Illinois,democrat
36e461311dd,1,"Barack Obama ""wants to nearly double the capital gains tax"" increasing taxes on ""mutual funds, 401(k)s"" for ""policemen, firemen, nurses.""",taxes,john-mccain,U.S. senator,Arizona,republican
9ece97791b7,0,"They say teachers only make on averagein New Jersey 60,000 dollars a year.They only work 180 days.",education,chris-christie,Governor of New Jersey,New Jersey,republican
be69a380baf,1,"Just like Donald Trump, David Jolly wants to outlaw a womans right to choose.",abortion,dccc-lgo,,,democrat
dce044d8889,1,George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States.,"corrections-and-updates,deficit",tim-kaine,U.S. Senator,Virginia,democrat
9986f82eaed,0,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,pop-culture,chris-christie,Governor of New Jersey,New Jersey,republican
9409383fa22,0,"Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions.",foreign-policy,john-mccain,U.S. senator,Arizona,republican
7af4a209200,1,"In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done.""",candidates-biography,joe-lieberman,Senator,Connecticut,independent
54d1a93e08b,1,Health insurance companies deny 1 out of 5 treatments prescribed by doctors.,health-care,health-care-america-now,health care reform advocacy group,"Washington, D.C.",none
a61d142de95,1,"The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration.",criminal-justice,julius-jones,Founder of Black Lives Matter Worcester,Massachusetts,activist
db22bf97201,1,"Says Apple products are currently 90 percent conflict-free, and Intel is 100 percent conflict-free.","corporations,human-rights,technology",robin-wright,,,newsmaker
fe35e0d51dd,1,I sponsored and was the co-sponsor of the only legislation that ever passed that had E-Verify provisions in it back in 2010 when I served in the Legislature.,immigration,adam-hasner,,Florida,republican
7dc5b0c88ba,0,Assaults on Wisconsin law enforcement officers are up 224 percent statewide since 2005,"crime,state-budget",wisconsin-professional-police-association,,Wisconsin,none
3fdb26a7948,1,Ed Gillespie would not mention (Donald Trumps) name unless he was condemning him.,campaign-advertising,corey-stewart,"Chairman, Prince William County board of supervisors",Virginia,republican
c90ad083c7c,0,Says Republican-approved changes to make it more difficult to participate in Ohio elections include reducing in-person early voting from 35 days to six.,elections,armond-budish,Minority leader in the Ohio House of Representatives,Ohio,democrat
5a791d0f6b0,1,"I had to lay off 48 people last year, which has exacerbated the lack of law enforcement officers in the county that respond quickly to crime calls.","county-budget,county-government,crime,criminal-justice,guns",david-clarke-jr,Milwaukee County Sheriff,Wisconsin,democrat
2fefcec11c6,1,Says his opponent Dorman Grace brags on his Facebook page about receiving illegal campaign contributions.,"agriculture,campaign-finance,ethics,message-machine",dale-peterson,,Alabama,republican
f71baed6ac0,1,"Says that we brought CHI Manufacturing, that had business in China, back to Texas.","economy,job-accomplishments,jobs",rick-perry,Governor,Texas,republican
735b310b2c0,1,"The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts.",federal-budget,save-americas-postal-service,,,none
fb421801b0b,1,"Onion Creeks highest flow rate on a recent night of flooding was 120,000 cubic feet per second, which is nearly double the average flow rate of Niagara Falls.","corrections-and-updates,water",city-austin,,Texas,none
0460ee8e4fd,1,Says she was misquoted and didnt say that the Israeli ambassador said what the Republicans are doing is dangerous for Israel.,israel,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat
7243adcb378,1,Says 94 percent of Wisconsin employers think the state is heading in the right direction and a majority say they will grow their companies in 2012.,"economy,job-accomplishments,jobs",scott-walker,Milwaukee County Executive,Wisconsin,republican
aac65f7260d,1,"The runnerup to Caitlyn Jenner for ESPNs Arthur Ashe Courage Award was Army veteran Noah Galloway, who lost an arm and leg to a roadside bomb in Iraq.","pop-culture,sports",facebook-posts,Social media posting,,none
ef4e1669a00,1,Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.,"candidates-biography,ethics,message-machine",jeff-greene,,Florida,democrat
6f55772b74c,0,"The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical familys incomes barely budged.","economy,income",barack-obama,President,Illinois,democrat
7468bf66c43,0,Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.,"state-budget,states,stimulus",bill-white,Former mayor of Houston,Texas,democrat
938d03f3887,0,The problem of unwanted sexual contacts in the military is not just a womans issue. More than half of the victims are men.,military,kirsten-gillibrand,U.S. Senator,New York,democrat
39f08723c5d,0,"If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that theyve sponsored.","candidates-biography,congress,corrections-and-updates",jeb-bush,,Florida,republican
5962e35507d,1,"We now know these firms areunwilling to put up any private money, for Californias high-speed rail project.","state-finances,transportation",jim-patterson,state assemblyman,California,republican
e38617b3bd4,0,You can look at the propaganda on a lot of the terrorists sites and what Donald Trump saysabout Muslims is used to recruit fighters.,"foreign-policy,religion,terrorism",hillary-clinton,Presidential candidate,New York,democrat
c6559420289,1,"Says neither President Barack Obama nor Mexico President Felipe Calderon have been on the border to see whats happening to the citizens of Mexico, and for that matter the citizens of Texas.",immigration,rick-perry,Governor,Texas,republican
863aeeda5f2,1,"Democrats' budget resolution would raise America's tax bill by ""$500-billion.""",federal-budget,john-mccain,U.S. senator,Arizona,republican
eb9da9eb157,1,"Over the last 40 years, real wage growth has been flatlined because of the policies of the Federal Reserve ... It was all driven by the Federal Reserve.","economy,workers",herman-cain,,Georgia,republican
844df1f6ddd,1,"The city of Brookhavens ordinance could cause the Pink Pony to close, thereby putting 300 Pink Pony employees out of work in this economy.",legal-issues,pink-pony,,,none
f565705f3d2,1,"Despite the U.S. spending $10 billion on Iraqs electrical system, Baghdad still only gets five hours of electricity a day.","energy,infrastructure,iraq,abc-news-week",george-packer,Staff writer for The New Yorker,,none
168ed151781,1,"Says Romney tax plan could take away middle-class deductions for child care, mortgages and college tuition.","message-machine-2012,taxes",barack-obama,President,Illinois,democrat
d358cd6fa2d,1,"In 2001 and 02 . . . we had the pension system funded at (the)100% level in that year, and we did for two years at that point.","debt,deficit,economy,history,job-accomplishments,labor,legal-issues,pensions,unions,workers",vincent-buddy-cianci,,Rhode Island,independent
56edbb97900,0,Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate.,"health-care,pundits",cenk-uygur,,,democrat
b469723af4f,1,Wisconsins projected state budget shortfall is now as low as $1.5 billion,state-budget,jim-doyle,Lawyer,Wisconsin,democrat
d8472173b05,1,Says Jeb Bush has released 10 percent of his emails.,transparency,james-carville,political consultant,Louisiana,democrat
4aa7c7508bb,1,Mike Morell testified and told Congress that the reason Obama has not bombed ISISoil fields is theyre concerned about global warming.,"climate-change,energy,foreign-policy,terrorism",ted-cruz,Senator,Texas,republican
193d16f658f,1,If you have ever visited Nashville or Washington D.C. you will see MANY names and initials carved into ... desks.,government-efficiency,julia-hurley,State representative,Tennessee,republican
d52753be3f3,1,We spend more money on antacids than we do on politics.,"campaign-finance,economy",john-boehner,Speaker of the House of Representatives,Ohio,republican
47c3ea53fda,0,The shutdown is projected to result in $10 billion in costs to the economy per week.,"economy,federal-budget",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat
482c39ba839,1,The proposed Gogebic iron ore mine is just up the hill from the Apostle Islands National Lakeshore caves along Lake Superior.,"energy,environment",al-jazeera-america,,,journalist
de43ddfc555,1,Buried in the Affordable Care Act is a huge government bailout.,health-care,charles-krauthammer,,,none
2295bacd771,1,Florida has a law like (Indianas Religious Freedom Restoration Act).,"civil-rights,gays-and-lesbians,marriage,religion",jeb-bush,,Florida,republican
f26335f81f2,0,Obama promised to cut the deficit by half by the end of his first term but he hasnt even come close.,"deficit,message-machine-2012",crossroads-gps,Conservative advocacy group,,republican
c201b7f82e2,1,"Because of union rules, cooks helpers moved into DMV jobs they were not trained for",government-efficiency,john-robitaille,,Rhode Island,republican
84d8fbc902e,1,Tea Party Congressman Frank Guinta voted for billions in cuts to veterans programs.,veterans,carol-shea-porter,Retired social worker,New Hampshire,democrat
ace3b12ce9c,1,I want to freeze interest rates for five years.,economy,hillary-clinton,Presidential candidate,New York,democrat
db95eb39e34,1,Texas has more full-time state employees per capita than California and Illinois.,"state-budget,state-finances,workers",greg-abbott,governor,Texas,republican
fea9632d837,1,Greg Abbott has campaigned with a sexual predator who has bragged about having sex with underage girls.,"corrections-and-updates,crime,ethics,sexuality",wendy-davis,state senator,Texas,democrat
8156ef8676c,0,"Its legal to sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition, but only one signature counts",elections,one-wisconsin-now,,Wisconsin,organization
7404b328179,1,"Says New Jersey is down nearly 200,000 jobs from its pre-recession peak and with Gov. Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months.","economy,job-accomplishments,jobs",one-new-jersey,,,democrat
e6f1234a37c,1,Every engine manufacturer in the United States is now in the state of Texas.,"jobs,states",rick-perry,Governor,Texas,republican
f23c0d727d9,1,The United States had allies lined up for air strikes in Syria and then Obama pulled the rug out.,terrorism,peter-king,U.S. House of Representatives,New York,republican
33b5e916104,1,Says Thom Tillis gives tax breaks to yacht and jet owners.,"message-machine-2014,taxes,wealth",senate-majority-pac,political action committee,"Washington, D.C. ",democrat
c220fed1bfd,1,Says the states budget shortfall is not that much different than it was in 2003.,"state-budget,taxes",rick-perry,Governor,Texas,republican
1c5b74452a4,0,"Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.","congress,crime,government-regulation,guns,homeland-security,public-safety,terrorism",charles-schumer,Senator,New York,democrat
d1d6274552e,1,U.S. Senate candidate Todd Akin was partly right that a womans body has a way of shutting down so that a pregnancy doesnt occur if shes raped.,abortion,phil-gingrey,U.S. Congressman,Georgia,republican
cf035980974,0,"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",state-finances,mary-margaret-oliver,State Representative,Georgia,democrat
e6ef4d9f232,1,20 million people could lose their current coverage including our senior citizens who are on Medicare.,"health-care,medicare,message-machine-2012,10-news-tampa-bay",us-chamber-commerce,,,none
912921f2680,1,"If you log into the governments Cash for Clunkers Web site (cars.gov) from your home computer, the government can seize all of your personal and private information, and track your computer activity.","environment,pundits",kimberly-guilfoyle,,,none
d17fb9fedd6,0,Travis County now has the highest urban county tax rate in Texas.,taxes,andy-brown,Attorney,Texas,democrat
8681eec9461,1,"Most of the stimulus money will be spent not this year, not next year, but in 2011.","economy,pundits,stimulus",george-will,Columnist,Maryland,columnist
50205ff63eb,1,Says her accomplishments include a fiscally responsible budget agreement that controls state spending.,"state-budget,state-finances",chris-telfer,,Oregon,republican
7998326e3d4,1,The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.,terrorism,ted-cruz,Senator,Texas,republican
fb5f78f61bc,0,The loan guarantee program that helped Solyndra was a program that was supported by President Bush.,"energy,federal-budget",david-plouffe,Senior Adviser to the President,,democrat
5ddaf440977,1,"For every dollar a county gets in taxes from new development, it costs us 40 to 50 percent more to provide services.",florida-amendments,florida-hometown-democracy,,Florida,none
c637dc12fb7,1,"Obama ""has no experience or background at all in national security affairs.""",foreign-policy,john-mccain,U.S. senator,Arizona,republican
12397cc96ec,1,Says Michael Cargill was arrested and incarcerated in Bell County.,candidates-biography,Ballesteros,"Constable, Travis County, Precinct 2",Texas,democrat
676b9789748,1,Bill White has presided over the construction of what may be the worlds largest abortion clinic.,abortion,republican-party-texas,,Texas,republican
cc1dfb783c6,0,Says(President) Reagans second inaugural was moved inside the Capitol. It was. Because of a terrible snowstorm.,"history,weather",peggy-noonan,"Columnist, Wall Street Journal",,journalist
aaaabd2e069,1,We have been confronted with an unexpected storm that has hit the metropolitan area.,weather,nathan-deal,,,republican
d2dba0b321b,0,There are more pain clinics in Broward County than there are McDonalds in Broward County.,drugs,dave-aronberg,state senator,Florida,democrat
a0e4ce2a504,0,"Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.","baseball,economy,recreation,sports",steven-frias,lawyer,Rhode Island,republican
7d1691dbf42,1,The current debate over authorizing military action against the Islamic State would be the first time Congress would place limits on the commander-in-chiefs ability to be commander-in-chief.,"congress,history,military,terrorism",adam-kinzinger,U.S. Representative,Illinois,republican
496a53890dc,1,Scientists are questioning the original idea that man-made global warming is what is causing the climate to change. (It is) more and more being put into question.,"climate-change,energy,environment",rick-perry,Governor,Texas,republican
db3cccfee78,0,Says U.S. Senate candidate Tammy Baldwin proposed a $3.9 trillion tax increase -- a tax increase so extreme that even Nancy Pelosi voted against it.,"federal-budget,message-machine-2012,taxes,voting-record",national-republican-senatorial-committee,,,republican
84cdc5c8b12,0,I stopped requesting earmarks in 2008.,"federal-budget,transparency",michael-mccaul,congressman,Texas,republican
5241d63b9f0,1,"Says state budget deal between Texas House and Senate leaders funds nursing homes, our public schools and universities and provides financial aid for college students.","education,health-care,state-budget",joe-straus,Texas House speaker,Texas,republican
313c1b36900,0,More than 125 jobs have been created at the Milwaukee Job Corps Center.,"job-accomplishments,jobs",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat
05d78fa88a2,1,Says Bill Whites program to bring dropouts back to school was so successful that almost every city in our state has replicated it.,education,leticia-van-de-putte,Pharmacist,Texas,democrat
f580f598be1,0,"Says President Barack Obama said that if he doesnt turn the economy around after three years in office, hell be a one-term president.",economy,michele-bachmann,Congresswoman,Minnesota,republican
a9db960da13,1,There was serious voter fraud in New Hampshire.,"elections,government-regulation,voting-record",donald-trump,President-Elect,New York,republican
2574d51aa85,0,Says thatRepublican Darryl Glennhas described Democrats as evil and has said hes tired of hearing about Republicans reaching across the aisle.,bipartisanship,michael-bennet,,Colorado,democrat
72d8b85e002,1,28 percent of Kentuckians dont have any online access.,"congress,campaign-advertising,states,technology",john-oliver,"Host, Last Week Tonight",,none
eaf5cc4ba7b,1,"Says a 9-year-old girl was recently raped in Austin, Texas, by a guy previously caught four times and released.","children,crime,criminal-justice,immigration",glenn-beck,,,none
f8d849fd5bb,1,I opposed the only multilateral trade deal that came before the Senate while I was there.,"trade,voting-record",hillary-clinton,Presidential candidate,New York,democrat
ff627fa6543,1,"We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever.",energy,sarah-palin,,Alaska,republican
277f5aecaf4,1,We had an amendment in the health care law that said the federal government is going to take over education.,"education,health-care",allen-west,"U.S. representative, Florida District 22",Florida,republican
548ef94d9e6,0,"You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.",oil-spill,charlie-crist,,Florida,democrat
66e7dc237c1,1,Say Bernie Sanders won Nevada after all.,elections,blog-posting,,,none
fbcc0981730,1,Democrats failed to flip the Wisconsin state Senate because recall elections were in the deepest red districts in the state.,elections,tammy-baldwin,U.S. Representative,Wisconsin,democrat
6ee84c3d7f8,1,The Democrats health care reform law is agovernment takeover of health care.,health-care,robert-hurt,U.S. Congressman,Virginia,republican
1e8b3504ae6,1,"A Georgia religious freedom bill would help Catholic institutions that, under Obamacare, could be forced to provide abortion-inducing drugs.",religion,joshua-mckoon,,Georgia,republican
4c9633e3444,1,Every major newspaper in Texas calls David Dewhurst a moderate.,bipartisanship,club-growth,,,none
8c9767172f8,1,The incandescent light bulb has no effect whatever on the planet.,"energy,government-regulation,market-regulation",george-will,Columnist,Maryland,columnist
cf758881e16,0,"The CBO found that the House Republican health care plan would lower premiums by ""up to about 10 percent"" and, for purchasers in the individual market, ""those cost savings could even be higher.""",health-care,charles-boustany,,Louisiana,republican
e51a4d273b5,0,"Long-term federal investment in U.S. airports is urgent because there was a recent survey of the top airports in the world, and there was not a single U.S. airport that came in the top 25.","federal-budget,transportation",barack-obama,President,Illinois,democrat
ab78137ab6f,1,The Secure Communities Program and 287(g) immigration programs were programs that worked but were recklessly gutted by the Obama administration.,immigration,donald-trump,President-Elect,New York,republican
320596020ef,0,Says JoAnne Kloppenburg has told us she thinks its her job to promote a more equal society.,"candidates-biography,legal-issues,supreme-court",rebecca-bradley,,,none
0203fd2799d,1,"All legislative mail, from the content to the timing, is approved by the speakers office.","campaign-finance,congressional-rules",jim-kyle,Lawyer,Tennessee,democrat
4363353ec2e,1,The average American is working through the month of May just to pay off the government.,taxes,mike-huckabee,author,Arkansas,republican
1ce833130a2,1,The same federal government that offers some money for a program is walking away from another health care program.,medicaid,rick-scott,Governor,Florida,republican
4cc45fc71d1,1,Says Milwaukee County Executive Chris Abele once proposed a plan to end county funding to homeless shelters.,county-budget,chris-larson,Wisconsin Senate Minority Leader,Wisconsin,democrat
688b3da6efd,1,Jesus was an undocumented immigrant.,immigration,ryan-eller,,,activist
56edcec6990,1,"Theres a tax credit of $2,400 to bond [former inmates] that an employer would get for hiring a convicted felon. Theres a federal bonding program -- you can get $5,000 to $25,000 in federal money to hire a convicted felon. And theres federal grants for felons to set up their own small businesses.","civil-rights,crime,criminal-justice,economy,poverty,public-safety,workers",carolyn-medeiros,"Executive director, Alliance for Safe Communities",Rhode Island,newsmaker
056794f2417,1,Bill White used D.C. connections from his job in the Clinton administration to form a company that did business in the Middle East and defaulted on a $60 million loan.,"candidates-biography,ethics,message-machine,small-business,trade,transparency",rick-perry,Governor,Texas,republican
4f7cf3868c2,0,"In the last two years, super PACs raised more than $180 million -- with roughly half of it coming from fewer than 200 super-rich people and roughly 20 percent from corporations.",campaign-finance,hank-johnson,U.S. Congressman,Georgia,democrat
d72696de3ad,0,"After World War II, we tried, convicted, and, in some cases, executed Japanese soldiers for war crimes that included charges of waterboarding.","history,terrorism",bobby-scott,U.S. Congressman,Virginia,democrat
a733fdb8c4a,1,Abortions account for 94 percent of the services provided for pregnant women by Planned Parenthood.,"abortion,health-care,human-rights,religion,women",thomas-tobin,Bishop of the Diocese of Providence,,none
ba8bd41dd07,1,Says the National Labor Relations Board told Boeing that it couldnt build a factory in South Carolina because South Carolina is a right-to-work state.,"labor,message-machine-2012",mitt-romney,Former governor,Massachusetts,republican
d758fcd19f8,1,Wendy Davis raised money for a U.S. House Democrat who is a member of a Democratic socialists group.,"candidates-biography,corrections-and-updates",greg-abbott,governor,Texas,republican
f889ab6eda7,1,"Last month, 44 of the 50 states saw an increase in the unemployment rate.","economy,jobs,states",scott-walker,Milwaukee County Executive,Wisconsin,republican
8d795684699,1,Says Connie Mack failed to pay his child support.,"candidates-biography,children,families",george-lemieux,,Florida,republican
6c03728f247,1,More 25- to 34-year-olds are moving to Austin than any other city in America.,"census,population",will-wynn,Businessman,Texas,democrat
8253b7fd4e2,0,Says Mitt Romney raised business taxes 20 percent in Massachusetts.,"message-machine-2012,taxes",rick-perry,Governor,Texas,republican
c98bf3e984d,1,Hillary Clinton said gun confiscation would be worth considering.,guns,national-rifle-association,,,none
0e4a20beadf,0,"Florida doesnt regulate assault weapons or .50 caliber rifles or large-capacity ammunition magazines. It doesnt require a permit to purchase a gun. It doesnt require any registration, whatsoever.",guns,hillary-clinton,Presidential candidate,New York,democrat
e1e6d31e872,0,"Says Donald Trump said at the Republican convention, I alone can fix it.",candidates-biography,hillary-clinton,Presidential candidate,New York,democrat
511bc649a38,1,"Next year, you will be mandated by federal law to get rid of your existing light bulbs.","energy,market-regulation",chain-email,,,none
85aa53bf711,1,Says Sean Duffy was a no-show as Ashland County District Attorney while he was on the campaign trail,"job-accomplishments,message-machine",julie-lassa,"State Senator, 24th District",Wisconsin,democrat
eabbe1002c7,0,"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.",job-accomplishments,alex-sink,,Florida,democrat
cbce90243a7,0,Even today part of Romneys fortune is invested in China.,"china,message-machine-2012",barack-obama,President,Illinois,democrat
aa7a8fd1083,0,A loophole still exists which allows members of Congress and high-powered executive branch appointees to exploit 'insider' knowledge of the financial industry in order to turn personal profit.,crime,public-citizen,,,none
b49b8c9120d,0,The United States invented the community college. Nobody else had ever done anything like it.,"education,history",hillary-clinton,Presidential candidate,New York,democrat
a5cf6a5cafd,0,"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""","candidates-biography,ethics,message-machine,transparency",john-mccain,U.S. senator,Arizona,republican
4af787ab272,1,Says many states are floundering under crushing deficit spending.,state-budget,mike-haridopolos,Florida Senate President,Florida,republican
6b9cb78ca20,1,A cap-and-trade plan promoted by Barack Obama would hit hardest those already struggling to make ends meet.,"cap-and-trade,climate-change,energy",sarah-palin,,Alaska,republican
7cb9b511173,1,Congressman Scott DesJarlais is spending his one year anniversary on vacation -- only working 6 days in all of January.,"congress,congressional-rules,government-efficiency,job-accomplishments",democratic-congressional-campaign-committee,,,democrat
4408d3d047a,0,Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.,financial-regulation,matt-bevin,Investment manager,Kentucky,republican
5453ce8b30f,1,A third of the budget for the city of Ferguson (Missouri) was being reaped by civil fines.,"city-budget,civil-rights,crime,criminal-justice,public-safety,urban",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican
07405846623,1,We wiped out a $3.6 billion deficit without raising taxes.,"job-accomplishments,state-budget,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican
06c78fe1c90,1,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Jim Renaccis Republican majority.,"campaign-finance,campaign-advertising",democratic-congressional-campaign-committee,,,democrat
c1c6caabb16,1,On the Iran nuclear deal,"foreign-policy,israel,nuclear",tim-canova,Nova Southeastern University law professor,Florida,democrat
41595a03fd3,0,The tax-cut deal adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act and about the same as health care reform.,"deficit,federal-budget,health-care,stimulus,taxes",bobby-scott,U.S. Congressman,Virginia,democrat
46187077d57,1,"As a congressman, Mark Neumann voted four times to increase our debt.","debt,deficit,federal-budget,message-machine-2012",eric-hovde,,,republican
d6441a0da9e,0,"A state agency wanted to fire an employee who spent four hours per day watching pornography, but the state employment commission reinstated the person.","criminal-justice,labor,legal-issues,unions,workers",scott-walker,Milwaukee County Executive,Wisconsin,republican
cc3436919e7,0,America produces more oil and gas than any other nation in the world.,energy,rick-perry,Governor,Texas,republican
89a65189364,1,"The No. 2 owner of Fox News is Prince Alwaleed bin Talal, who said, A strong American Government is not good for us.",pop-culture,facebook-posts,Social media posting,,none
51d170fa099,1,The American people will not support doing anything about people that are in this country illegally until the law is enforced first.,immigration,marco-rubio,U.S. Senator,Florida,republican
baa4abf9e25,1,Ken Cuccinelli would take money away from public schools to fund private schools.,"education,state-budget,taxes",terry-mcauliffe,Governor,Virginia,democrat
f1128811344,1,Say Texas U.S. Reps. Eddie Bernice Johnson and Sheila Jackson Lee are among open Socialists in Congress.,candidates-biography,blog-posting,,,none
408d4c3f69a,1,"Californias Capitol building is second only to Disneyland, among visitor sites in the state.",tourism,richard-pan,State Senator,California,democrat
b39aea95216,1,We have that program where immigrants come here and they have to bring a million dollars in order to get a green card if theyre going to create jobs.,immigration,jeff-greene,,Florida,democrat
f14a85e6301,1,"If you read the Arizona (immigration) law, what it says is if you are stopped for violating the law and they have a suspicion that you're illegal, they can ask you if you're legal.",immigration,rick-scott,Governor,Florida,republican
f9dd7eb4dc3,1,The Obama administrations policies have reduced minority dropout rate by 25 percent.,education,joe-biden,U.S. senator,Delaware,democrat
18fe99aecd9,0,"The church Barack Obama belongs to has a ""nonnegotiable commitment to Africa.""",religion,chain-email,,,none
28ff64bf7f4,0,There are a lot of casinos across the country that have gone bankrupt.,"bankruptcy,economy,gambling,state-budget,state-finances,states",robert-jacquard,State representative,Rhode Island,democrat
d65d576cd6c,1,"I have had to fill out FEC reports for the past six years now, and theyre much more detailed than a tax return...",taxes,tom-marino,U.S. representative,Pennsylvania,republican
d355cbd789e,0,I never had a filibuster-proof Senate.,"bipartisanship,health-care,supreme-court,abc-news-week",bill-clinton,former president,Arkansas,democrat
cb3ce025c60,1,"Social Security, like I told you, is out of money. This year it is borrowing from the general treasury.",social-security,michele-bachmann,Congresswoman,Minnesota,republican
ffa09fac579,0,Obama said he would unilaterally renegotiate the North American Free Trade Agreement.,foreign-policy,john-mccain,U.S. senator,Arizona,republican
0c6b3a33976,1,Says Governor-elect Scott Walkers choice as transition team leader killed the release of a damaging report on Walkers record in the days leading up to the election.,job-accomplishments,state-democratic-party-wisconsin,,Wisconsin,democrat
94f4ba172e7,1,"He's leading by example, refusing contributions from PACs and Washington lobbyists.",ethics,barack-obama,President,Illinois,democrat
1fd60d04dcd,1,Pre-existing conditions are covered under my (health care) plan.,"debates,health-care",mitt-romney,Former governor,Massachusetts,republican
442af883a15,1,Seven out of the 10 states with the lowest unemployment rates (have) Republican governors That approach that Republicans are using is working.,"economy,job-accomplishments,jobs",bob-mcdonnell,Governor,Virginia,republican
5eefd91d133,1,... study after study has shown that the death penalty deters murders.,crime,fred-thompson,Actor,Tennessee,republican
e387c099bb7,1,"Romney left Massachusetts ""with a $245-million debt because of the big government-mandated health care system.""",health-care,john-mccain,U.S. senator,Arizona,republican
38a46691880,1,Its gotten to a point where the average federal worker makes twice as much as the average private sector worker.,"economy,federal-budget,government-efficiency",john-boehner,Speaker of the House of Representatives,Ohio,republican
dfbd6b4c750,0,Most of the state budget isnt for state government doing things. ... 85 percent of the state budget is transferred to local communities for delivery of service.,"state-budget,state-finances",ron-amstutz,State representative,Ohio,republican
363f637525e,0,The president of the United States ... agrees with me that marriage should be between a man and a woman.,gays-and-lesbians,miss-california-usa,Miss USA runner-up,California,none
96d83f8af67,1,"When union membership goes down, so do (middle class) wages.","income,unions",ed-schultz,MSNBC television host,,none
1ab23580c43,1,The United States sends $300 billion -- half our trade deficit -- overseas for oil to unstable and unfriendly regimes.,"energy,new-hampshire-2012",jon-huntsman,,Utah,republican
a53dd2c9313,1,"Since the beginning of the year weve created a net increase of 45,000 jobs.","economy,jobs",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican
65f2c1fb560,1,"Says over the last two years, New Jersey Schools Development Authority employees have not started or completed one single school project, and Im not talking about major school renovation. Im talking about replacing boilers, roofs.",education,david-sciarra,,New Jersey,none
e917e6ec59f,1,Says House Republicans tried to change the definition of rape.,"abortion,crime,criminal-justice",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat
d5a852bc063,0,"Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.",health-care,john-kitzhaber,Governor of Oregon,Oregon,democrat
39252ec2b0a,0,And it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized...,iraq,barack-obama,President,Illinois,democrat
3e90f87d4ee,1,The minimum wage in real terms right now is below where it was when Harry Truman was in office.,"economy,history,workers",barack-obama,President,Illinois,democrat
94660852fb4,1,We're going to have more troops (in Afghanistan) . . . than the Russians had.,afghanistan,john-murtha,,,democrat
c1d658820f2,0,"The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.",elections,karl-rove,,Texas,republican
460d76a1138,1,"Says while serving in the city council, Rachel Zenzinger voted to use tax dollars to take a taxpayer-funded junket to China.",ethics,colorado-citizens-accountable-government,,,none
49bd3732bde,1,"There are billions of barrels of oil beneath our oceans and in Alaska, and there is ample oil shale in the Rocky Mountain West, but Democrats ""say all this American energy is off limits.""",energy,john-barrasso,Senator,Wyoming,republican
